key,first_category_id,sales_tier,stockout_tier,fit_stockout_rate,donors_model_fit,donors_tuning,donors_calibration
872487,11,low,mid,0.171875,29,8,9
872633,16,low,high,0.246875,26,7,5
872768,5,low,low,0.04895833333333333,56,14,9
872829,11,mid,low,0.12916666666666668,39,9,6
872843,4,mid,mid,0.19791666666666666,34,9,12
872858,15,low,mid,0.19270833333333334,32,10,7
877004,29,high,high,0.2864583333333333,22,7,14
877012,18,low,mid,0.178125,30,5,13
877018,4,low,high,0.23020833333333332,28,7,10
877037,5,low,high,0.240625,38,14,15
877054,0,low,low,0.134375,36,7,9
877074,21,mid,high,0.2520833333333333,18,5,8
877093,21,mid,mid,0.18125,29,10,8
877222,21,mid,low,0.140625,37,9,8
877422,16,high,mid,0.18541666666666667,32,10,11
877467,5,mid,mid,0.20208333333333334,40,13,12
877486,20,high,mid,0.21041666666666667,24,11,13
877500,4,mid,mid,0.215625,36,9,9
877688,31,mid,low,0.1375,38,8,11
877719,10,low,mid,0.21458333333333332,25,8,3
877768,5,low,low,0.15729166666666666,47,15,9
877847,20,low,mid,0.190625,31,12,12
883074,21,low,high,0.303125,7,0,4
883127,20,mid,low,0.13854166666666667,37,11,14
883670,31,mid,low,0.12916666666666668,42,11,6
883796,4,high,low,0.159375,37,10,12
885021,4,mid,high,0.24375,26,6,5
885070,4,high,high,0.22604166666666667,28,9,2
885104,20,high,low,0.15520833333333334,37,5,14
885122,20,high,high,0.225,24,9,10
885200,8,low,high,0.284375,31,12,11
885212,20,mid,low,0.121875,40,6,10
885250,16,mid,low,0.13333333333333333,42,7,8
885290,16,mid,mid,0.1875,28,8,11
885843,4,low,mid,0.20208333333333334,36,8,13
890004,29,high,high,0.2375,23,10,11
890041,4,mid,high,0.5291666666666667,16,10,10
890071,4,high,mid,0.16666666666666666,36,12,13
890094,4,low,low,0.10625,38,9,9
890215,4,high,high,0.3927083333333333,11,5,3
890223,20,high,low,0.12916666666666668,34,10,5
890250,16,mid,mid,0.16354166666666667,31,8,9
890292,16,high,low,0.14895833333333333,35,12,4
890738,4,low,mid,0.17395833333333333,38,9,7
890746,27,low,low,0.15104166666666666,38,7,8
890783,22,high,high,0.2604166666666667,33,10,15
1025083,25,mid,low,0.13958333333333334,44,9,14
1025151,31,low,low,0.14895833333333333,37,9,9
1025269,31,mid,mid,0.16770833333333332,38,10,9
1025275,18,low,mid,0.165625,38,13,9
1026129,10,mid,high,0.26145833333333335,36,7,9
1027521,16,high,high,0.24270833333333333,16,7,6
1027864,20,mid,mid,0.20104166666666667,38,15,11
1028004,29,high,high,0.30416666666666664,21,6,7
1028184,6,low,mid,0.209375,27,13,14
1028297,10,mid,low,0.10729166666666666,46,11,10
1030381,28,high,high,0.26875,39,14,14
1030530,31,mid,mid,0.17083333333333334,35,13,10
1031050,4,high,low,0.057291666666666664,49,10,5
1031129,10,mid,mid,0.19583333333333333,43,10,7
1031503,10,low,mid,0.20416666666666666,33,15,14
1032272,21,high,mid,0.16458333333333333,31,10,8
1033269,31,low,low,0.153125,39,11,8
1065045,20,mid,high,0.23958333333333334,40,7,11
1065309,20,high,high,0.4083333333333333,19,8,4
1065332,16,mid,mid,0.20416666666666666,20,4,0
1065458,16,mid,mid,0.17083333333333334,30,3,4
1065558,30,mid,high,0.26458333333333334,25,12,9
1065599,30,mid,mid,0.18020833333333333,34,10,4
1066004,29,high,high,0.309375,20,10,11
1066069,24,low,mid,0.190625,38,13,6
1066112,31,high,low,0.15833333333333333,36,8,5
1066284,18,low,mid,0.20729166666666668,32,9,8
1066309,20,high,high,0.4583333333333333,20,7,5
1066332,16,high,mid,0.175,24,4,4
1066458,16,mid,high,0.21875,28,9,11
1066461,16,high,low,0.14270833333333333,36,4,3
1066521,16,high,high,0.22708333333333333,24,14,3
1066731,30,mid,mid,0.165625,31,10,7
1120073,29,mid,high,0.43333333333333335,16,8,1
1120392,16,high,mid,0.2125,25,9,5
1123535,16,mid,high,0.2375,23,7,1
1123596,29,low,mid,0.20520833333333333,23,5,9
1123599,30,mid,mid,0.20833333333333334,31,8,9
1125045,20,mid,high,0.246875,35,9,8
1125392,16,mid,low,0.14270833333333333,35,8,10
1125531,16,mid,high,0.3072916666666667,15,9,10
1125535,16,mid,high,0.25833333333333336,22,10,5
1381381,28,high,high,0.27291666666666664,37,15,15
1381461,16,high,mid,0.20520833333333333,19,3,7
1381503,10,mid,high,0.25833333333333336,31,15,14
1381791,16,mid,high,0.259375,22,8,9
2042355,3,low,low,0.159375,46,13,15
2042522,16,mid,mid,0.16145833333333334,29,6,13
2042580,29,high,high,0.23125,14,6,6
2042864,20,mid,high,0.43854166666666666,28,12,11
2043083,25,mid,low,0.109375,47,7,11
2043558,30,mid,mid,0.17708333333333334,34,13,11
2044065,4,mid,low,0.07604166666666666,47,11,6
2044458,16,low,high,0.22604166666666667,26,7,7
2045089,20,low,high,0.26979166666666665,19,4,9
2045221,31,high,high,0.29583333333333334,21,7,7
2045236,5,low,mid,0.19791666666666666,33,8,9
2045326,4,low,mid,0.18333333333333332,31,7,12
2045417,15,low,mid,0.18541666666666667,22,3,9
2045447,25,high,low,0.15416666666666667,37,8,6
2045512,4,high,high,0.24270833333333333,23,11,3
2045570,16,mid,high,0.2635416666666667,13,4,5
2045654,4,high,high,0.25729166666666664,24,11,13
2045725,18,mid,mid,0.17291666666666666,23,8,10
2047272,21,low,high,0.23958333333333334,30,6,10
2047320,15,low,high,0.22708333333333333,22,9,5
2047522,16,mid,low,0.14375,32,7,8
2048309,20,high,high,0.2989583333333333,24,9,4
2048531,16,mid,high,0.2552083333333333,15,9,9
2082065,4,low,low,0.13229166666666667,40,7,6
2082461,16,low,low,0.15208333333333332,36,3,7
2092309,20,high,high,0.32708333333333334,25,6,4
2097025,21,low,low,0.14166666666666666,33,7,4
2097073,29,low,high,0.45,11,4,3
2097392,16,high,mid,0.19791666666666666,18,4,5
2097486,20,low,low,0.09791666666666667,41,6,5
2270503,10,low,high,0.2520833333333333,35,14,15
2354073,29,mid,high,0.365625,15,5,6
2354083,25,low,low,0.140625,46,7,12
2354146,21,high,low,0.14791666666666667,42,14,11
2354381,28,high,high,0.253125,41,11,15
3070294,16,mid,mid,0.196875,29,10,8
3070316,20,mid,mid,0.190625,44,11,13
3070792,16,low,high,0.30416666666666664,19,7,6
3085003,28,high,low,0.08541666666666667,53,14,3
3085280,4,high,low,0.1375,40,11,4
3106254,4,low,high,0.421875,27,3,5
3106339,18,low,mid,0.19479166666666667,36,8,5
3107219,8,mid,low,0.13854166666666667,44,11,11
3107302,20,mid,high,0.3375,34,8,11
3107580,29,high,mid,0.21666666666666667,25,6,3
3107666,21,mid,low,0.115625,45,12,7
3107833,4,low,low,0.12916666666666668,45,8,10
3108129,10,mid,high,0.534375,20,3,7
3108256,8,low,low,0.13229166666666667,43,10,10
3108340,18,low,high,0.24270833333333333,30,11,8
3110112,31,high,mid,0.19583333333333333,33,10,6
3110177,20,low,mid,0.18125,32,9,6
3113280,4,high,low,0.121875,40,11,5
3113310,16,low,mid,0.17395833333333333,27,5,7
3113316,20,mid,high,0.43333333333333335,26,5,12
3113526,4,mid,low,0.15104166666666666,36,11,5
3113836,28,mid,high,0.21979166666666666,44,15,15
3116092,20,mid,high,0.5208333333333334,14,5,1
3116456,16,low,mid,0.19166666666666668,32,9,10
3116836,28,mid,mid,0.19479166666666667,47,15,14
3117004,29,low,low,0.11666666666666667,44,12,10
3117044,20,low,high,0.409375,28,4,4
3117339,18,low,high,0.24166666666666667,22,8,7
3127092,20,mid,high,0.384375,27,7,3
3127157,5,high,high,0.5270833333333333,12,3,2
3127210,4,low,high,0.24270833333333333,33,11,12
3127834,28,low,high,0.44583333333333336,28,14,12
3287590,22,mid,high,0.28229166666666666,27,15,12
3317092,20,mid,high,0.5229166666666667,24,0,5
3317157,5,high,high,0.40208333333333335,10,0,3
3317448,7,mid,mid,0.17395833333333333,39,11,8
3317526,4,mid,low,0.13229166666666667,43,14,9
3317737,4,low,mid,0.21666666666666667,38,8,10
3317834,28,high,high,0.4739583333333333,29,14,14
3317860,5,high,low,0.11041666666666666,48,9,9
3352092,20,mid,mid,0.171875,43,11,3
3352125,20,low,low,0.125,38,9,10
3352605,10,mid,low,0.08229166666666667,48,13,11
3392120,4,high,mid,0.18958333333333333,29,10,6
3392599,30,low,low,0.15729166666666666,37,13,9
3416210,4,low,mid,0.19166666666666668,42,12,11
3416290,16,low,low,0.15104166666666666,36,7,11
3416302,20,mid,mid,0.18854166666666666,41,12,6
3416403,16,low,low,0.12604166666666666,39,8,9
3416580,29,high,low,0.14166666666666666,28,8,4
3419167,10,mid,low,0.06666666666666667,51,12,10
3419205,20,low,mid,0.19895833333333332,34,10,11
3419834,28,high,high,0.478125,26,13,13
3419836,28,high,mid,0.19791666666666666,46,15,15
3429339,18,mid,mid,0.21145833333333333,29,6,8
3429639,10,mid,mid,0.17291666666666666,32,7,14
3429792,16,mid,high,0.26979166666666665,26,11,8
3429836,28,high,mid,0.20208333333333334,47,15,15
3443004,29,high,high,0.2604166666666667,32,8,13
3443302,20,low,high,0.246875,42,14,7
3604657,28,low,low,0.10729166666666666,50,11,7
3709732,27,mid,mid,0.18333333333333332,33,15,10
3709792,16,mid,high,0.3458333333333333,14,7,8
3709860,5,high,mid,0.19166666666666668,44,9,10
3710832,28,low,low,0.153125,46,11,15
3711210,4,low,mid,0.18020833333333333,41,12,10
3712129,10,high,high,0.35625,30,8,3
3712422,16,mid,low,0.11979166666666667,38,11,7
3712423,16,mid,mid,0.17395833333333333,36,8,3
3712615,5,low,low,0.11145833333333334,50,13,11
3712718,5,low,low,0.15729166666666666,47,10,12
3715120,4,mid,high,0.2833333333333333,34,7,8
3715132,20,high,mid,0.18229166666666666,44,15,13
3715188,4,mid,high,0.5020833333333333,20,4,7
3715316,20,low,high,0.396875,34,10,11
3717116,10,low,high,0.3145833333333333,32,12,8
3717377,6,low,mid,0.21666666666666667,32,12,10
3718666,21,mid,low,0.13333333333333333,43,11,4
3719003,28,high,low,0.0,60,14,5
3719044,20,mid,high,0.44895833333333335,24,2,6
3719092,20,high,high,0.3625,30,3,2
3719177,20,low,mid,0.16145833333333334,40,10,9
3719209,4,mid,mid,0.18020833333333333,36,12,13
3719834,28,mid,high,0.47291666666666665,26,11,13
3720120,4,mid,high,0.3854166666666667,26,10,6
3720129,10,low,high,0.34375,31,12,8
3720229,4,mid,mid,0.16354166666666667,39,14,11
3720605,10,mid,low,0.11145833333333334,48,12,10
3720692,21,high,low,0.13854166666666667,42,14,10
3723209,4,mid,high,0.24791666666666667,31,12,14
3723771,21,low,low,0.04895833333333333,50,8,5
3724167,10,mid,low,0.052083333333333336,54,14,9
3726044,20,mid,high,0.490625,22,1,3
3726339,18,low,high,0.225,31,10,5
3726340,18,mid,low,0.15833333333333333,35,11,10
3726607,20,mid,high,0.36770833333333336,34,7,14
3726860,5,mid,low,0.04479166666666667,55,10,13
3727296,16,low,mid,0.171875,36,10,8
3727834,28,high,high,0.49583333333333335,25,12,14
3728177,20,low,mid,0.16666666666666666,41,10,9
3728296,16,low,low,0.13541666666666666,41,8,7
3728302,20,mid,low,0.15208333333333332,46,10,11
3728339,18,low,high,0.246875,26,8,8
3728385,18,low,low,0.13645833333333332,36,9,11
3729157,5,high,high,0.5125,4,1,1
3729176,4,low,low,0.15833333333333333,41,12,11
3729256,8,low,low,0.11666666666666667,42,9,11
3729316,20,high,high,0.23958333333333334,41,5,9
3729599,30,low,mid,0.2125,30,9,9
3738541,11,mid,low,0.09270833333333334,44,10,12
3751004,29,mid,low,0.13541666666666666,36,9,8
3751834,28,mid,high,0.4895833333333333,25,11,13
3752044,20,mid,high,0.47708333333333336,19,4,5
3753004,29,mid,mid,0.165625,37,11,10
3753254,4,low,high,0.546875,22,4,4
3753294,16,mid,low,0.12604166666666666,38,10,9
3753403,16,mid,mid,0.18333333333333332,33,9,9
3753770,21,low,high,0.253125,30,9,13
3754044,20,mid,high,0.2833333333333333,31,9,8
3754092,20,mid,high,0.46041666666666664,22,1,2
3754125,20,low,low,0.11458333333333333,44,11,11
3754339,18,low,low,0.159375,33,8,5
3754607,20,low,high,0.48854166666666665,23,9,14
3755004,29,high,low,0.15625,33,12,11
3755851,5,mid,low,0.029166666666666667,58,15,12
3756188,4,high,high,0.47604166666666664,20,5,7
3756381,28,high,low,0.14895833333333333,44,15,13
3762210,4,low,mid,0.18229166666666666,37,12,8
3763191,4,high,low,0.11979166666666667,38,13,10
3763210,4,mid,high,0.22395833333333334,36,10,11
3763339,18,mid,high,0.24479166666666666,23,8,5
3764294,16,low,low,0.13541666666666666,33,8,10
3764315,4,low,high,0.21770833333333334,38,11,6
3766044,20,mid,high,0.40520833333333334,29,2,3
3766112,31,mid,mid,0.18125,34,10,8
3768120,4,high,high,0.39166666666666666,23,7,9
3768183,21,mid,high,0.3333333333333333,31,9,7
3768188,4,high,high,0.4125,26,1,5
3768836,28,mid,mid,0.20729166666666668,46,14,15
3769580,29,mid,mid,0.196875,25,9,4
3769666,21,high,low,0.10104166666666667,48,12,7
3769834,28,mid,high,0.4666666666666667,25,11,14
3770296,16,low,low,0.12083333333333333,36,9,7
3771152,14,mid,mid,0.18645833333333334,35,15,12
3771177,20,low,low,0.14895833333333333,40,5,5
3771210,4,mid,mid,0.19270833333333334,38,11,6
3771456,16,low,low,0.134375,37,8,8
3771587,29,mid,mid,0.175,26,6,4
3771860,5,mid,mid,0.18541666666666667,46,9,8
3782580,29,mid,mid,0.203125,26,6,7
3784205,20,low,high,0.21770833333333334,36,9,10
3784206,21,low,mid,0.16875,37,11,13
3784426,16,mid,mid,0.171875,36,11,8
3785580,29,high,mid,0.17395833333333333,27,7,5
3785607,20,low,high,0.5229166666666667,21,10,14
3786092,20,high,high,0.3104166666666667,29,9,4
3786125,20,mid,low,0.146875,34,8,11
3786339,18,low,high,0.28229166666666666,21,3,9
3786377,6,low,high,0.23229166666666667,23,11,12
3787340,18,mid,high,0.228125,31,10,10
3787737,4,mid,mid,0.165625,40,11,12
3787832,28,mid,mid,0.20520833333333333,37,12,14
3787836,28,mid,high,0.24791666666666667,39,13,14
3792456,16,low,high,0.28125,27,10,11
3792607,20,mid,mid,0.2125,41,11,14
3793092,20,low,mid,0.17916666666666667,41,9,6
3794834,28,low,high,0.5072916666666667,22,11,15
3795834,28,mid,high,0.465625,28,12,14
3800092,20,mid,high,0.565625,18,7,10
3800591,10,low,high,0.38958333333333334,30,7,13
3800732,27,low,mid,0.17083333333333334,35,14,12
3802339,18,mid,mid,0.175,35,8,3
3802456,16,mid,mid,0.20416666666666666,35,9,10
3802580,29,high,high,0.22916666666666666,16,6,3
3803157,5,mid,high,0.39375,12,3,0
3803356,15,low,mid,0.215625,31,9,8
3807188,4,mid,high,0.32708333333333334,30,11,7
3808129,10,low,high,0.39791666666666664,28,11,11
3809120,4,high,mid,0.20208333333333334,27,6,11
3809157,5,high,high,0.5333333333333333,5,0,1
3809460,4,low,mid,0.20104166666666667,43,14,11
3809671,26,low,low,0.159375,46,13,15
3813107,8,mid,low,0.07708333333333334,45,12,7
3813120,4,mid,high,0.390625,17,6,7
3813356,15,low,low,0.13541666666666666,35,8,7
3813363,4,low,low,0.15208333333333332,40,9,8
3813399,4,mid,low,0.0875,44,9,8
3813605,10,high,low,0.07708333333333334,47,10,5
3813700,11,low,low,0.12916666666666668,39,8,9
3813792,16,low,high,0.32916666666666666,19,10,3
3814129,10,low,high,0.41458333333333336,28,10,12
3818188,4,mid,high,0.2604166666666667,35,5,8
3819294,16,low,low,0.12708333333333333,34,7,12
3819580,29,high,high,0.259375,18,8,6
3820340,18,low,high,0.284375,23,10,8
3820580,29,high,high,0.2864583333333333,12,5,3
3821526,4,low,low,0.13645833333333332,40,11,9
3823116,10,mid,mid,0.19375,42,10,7
3823132,20,high,mid,0.17395833333333333,43,14,13
3823280,4,high,low,0.14270833333333333,43,9,6
3823339,18,low,high,0.24270833333333333,28,9,7
3823580,29,high,mid,0.184375,25,6,4
3828315,4,low,high,0.271875,36,9,8
3828607,20,low,high,0.38333333333333336,29,8,13
3835116,10,high,high,0.228125,42,11,14
3835125,20,mid,low,0.125,43,10,12
3835451,22,low,low,0.11875,48,10,12
3836188,4,high,high,0.26458333333333334,35,2,2
3836472,14,mid,low,0.065625,43,10,7
3837125,20,high,mid,0.16666666666666666,34,9,13
3837302,20,high,mid,0.20520833333333333,42,12,10
3837338,18,low,low,0.15520833333333334,37,12,8
3837615,5,low,low,0.15833333333333333,44,13,13
3837675,18,mid,low,0.140625,40,8,6
3837718,5,low,mid,0.20520833333333333,40,6,8
3838183,21,mid,high,0.2708333333333333,31,11,10
3838605,10,low,low,0.09375,50,12,9
3838834,28,low,high,0.48854166666666665,23,10,14
3839280,4,high,low,0.06875,48,11,5
3840188,4,mid,high,0.303125,35,4,5
3840580,29,low,high,0.28958333333333336,17,6,4
3840836,28,low,mid,0.215625,44,13,12
3841092,20,mid,high,0.45416666666666666,21,2,7
3841580,29,high,mid,0.20729166666666668,26,9,1
3841836,28,mid,mid,0.19895833333333332,47,15,15
3842112,31,mid,low,0.159375,34,14,12
3845004,29,low,high,0.24375,31,9,9
3845112,31,mid,low,0.12083333333333333,41,12,8
3845834,28,low,high,0.5166666666666667,23,11,11
3846403,16,mid,low,0.14583333333333334,32,8,7
3854120,4,high,low,0.15,37,10,9
3854333,10,mid,high,0.6447916666666667,12,6,0
3855294,16,low,mid,0.16770833333333332,32,7,8
3855340,18,mid,high,0.2864583333333333,22,9,12
3855834,28,high,high,0.46875,28,12,14
3857605,10,low,low,0.07604166666666666,48,11,10
3857834,28,low,high,0.4583333333333333,29,11,15
3858177,20,low,low,0.13541666666666666,42,9,5
3858605,10,mid,low,0.103125,50,11,8
3858834,28,mid,high,0.4947916666666667,26,12,15
3873092,20,mid,high,0.525,22,10,3
3873211,21,high,low,0.103125,44,11,12
3873460,4,low,high,0.26666666666666666,40,11,12
3878116,10,high,high,0.240625,42,12,13
3878460,4,low,high,0.43333333333333335,29,13,10
3878860,5,high,low,0.11979166666666667,50,9,7
3887120,4,mid,high,0.28229166666666666,27,7,12
3887580,29,mid,high,0.2520833333333333,21,8,5
3887834,28,mid,high,0.49166666666666664,23,11,13
3889339,18,low,mid,0.203125,28,9,4
4010117,4,high,low,0.10625,46,12,5
4011363,4,mid,high,0.290625,35,14,4
4011670,31,mid,low,0.14583333333333334,45,12,9
4011728,20,low,low,0.10416666666666667,46,8,7
4063006,20,low,high,0.23854166666666668,26,8,12
4063763,18,low,mid,0.16979166666666667,33,10,0
4063775,4,high,low,0.12395833333333334,42,9,9
4098115,10,mid,mid,0.16666666666666666,45,11,10
4098220,8,low,mid,0.17708333333333334,33,11,12
4098259,21,low,low,0.16041666666666668,40,10,9
4098467,5,mid,mid,0.18125,45,15,13
4098596,29,high,mid,0.203125,30,6,6
4098599,30,high,low,0.13645833333333332,34,9,11
4098631,16,mid,mid,0.165625,35,8,3
4105190,4,mid,low,0.140625,37,9,6
4105655,25,low,high,0.22604166666666667,36,7,10
4290143,18,high,low,0.12916666666666668,35,8,8
4290292,16,high,low,0.15208333333333332,35,6,9
4290596,29,low,high,0.25104166666666666,18,5,5
4290666,21,high,low,0.09270833333333334,40,10,6
4304037,5,mid,low,0.153125,46,15,11
4304145,18,mid,low,0.15208333333333332,35,9,9
4304740,29,mid,high,0.22083333333333333,20,6,4
4304774,4,low,low,0.11666666666666667,44,7,13
4306004,29,high,mid,0.20520833333333333,29,11,14
4306129,10,mid,high,0.49375,23,4,9
4306300,20,high,mid,0.21354166666666666,23,10,5
4306343,11,high,low,0.12395833333333334,44,10,11
4306441,5,high,high,0.228125,38,15,12
4306631,16,low,low,0.15208333333333332,34,3,5
4321070,4,high,low,0.15104166666666666,40,11,3
4321117,4,high,low,0.15520833333333334,37,8,8
4321290,16,mid,low,0.14166666666666666,37,6,5
4328004,29,high,mid,0.19166666666666668,31,8,13
4328026,4,low,high,0.28541666666666665,29,6,12
4328117,4,high,low,0.14479166666666668,42,15,8
4328191,4,high,mid,0.18229166666666666,34,11,6
4328215,4,high,mid,0.19270833333333334,41,14,14
4328291,16,mid,low,0.15416666666666667,27,5,5
4328820,3,low,low,0.11979166666666667,46,14,12
4351004,29,high,high,0.26666666666666666,26,10,12
4351117,4,high,low,0.14479166666666668,35,12,7
4351292,16,mid,low,0.140625,38,6,6
4356291,16,high,low,0.153125,33,7,6
4356631,16,low,low,0.15208333333333332,31,6,7
4356638,16,low,mid,0.19270833333333334,33,6,6
4389193,8,low,low,0.12708333333333333,48,13,11
4389494,25,mid,low,0.12708333333333333,47,14,12
4389688,31,mid,low,0.14583333333333334,39,8,10
4389740,29,high,high,0.23125,17,5,1
4428116,10,mid,low,0.053125,49,10,6
4428122,20,low,mid,0.19583333333333333,33,11,11
4428267,21,high,high,0.4979166666666667,2,6,4
4428292,16,mid,low,0.10416666666666667,45,6,8
4428580,29,high,high,0.428125,10,3,8
4428769,20,low,low,0.12604166666666666,41,12,11
4830070,4,high,mid,0.19479166666666667,35,9,2
4830300,20,high,mid,0.20520833333333333,24,6,2
4830343,11,high,low,0.11458333333333333,46,11,12
4830740,29,mid,high,0.26145833333333335,15,5,4
4831397,7,mid,low,0.13854166666666667,43,12,10
4831441,5,high,mid,0.20416666666666666,43,14,14
4832122,20,low,mid,0.1875,37,9,7
4832191,4,high,mid,0.21458333333333332,31,9,1
4834441,5,mid,high,0.27291666666666664,35,15,13
4848426,16,mid,low,0.134375,41,8,8
4848596,29,mid,high,0.3385416666666667,14,8,5
4849620,25,mid,mid,0.2,33,12,11
4849631,16,mid,mid,0.16666666666666666,31,6,9
4849740,29,high,high,0.26145833333333335,17,5,4
4852026,4,low,mid,0.19479166666666667,40,14,10
4852070,4,high,low,0.06770833333333333,47,9,1
4852419,24,low,low,0.15104166666666666,35,6,9
4853006,20,low,high,0.253125,26,8,9
4853076,8,low,low,0.15625,39,8,7
4853190,4,mid,low,0.14583333333333334,35,9,4
4853292,16,high,low,0.11875,39,6,4
4853293,16,low,low,0.14375,38,6,5
4863129,10,mid,high,0.334375,31,4,2
4863267,21,high,high,0.5427083333333333,0,3,3
4863638,16,low,mid,0.18854166666666666,31,5,8
4863775,4,high,low,0.134375,43,8,9
4864041,4,low,mid,0.20104166666666667,40,7,10
4864070,4,high,low,0.15625,39,10,1
4864115,10,low,high,0.240625,42,13,7
4864127,20,mid,low,0.15729166666666666,41,10,13
4864290,16,mid,low,0.15104166666666666,35,7,6
4864311,5,low,mid,0.18125,43,15,15
4864422,16,low,mid,0.17708333333333334,34,7,7
4865004,29,high,mid,0.19166666666666668,29,11,14
4865190,4,mid,low,0.12395833333333334,39,7,6
4865426,16,mid,low,0.14583333333333334,37,11,8
4866190,4,mid,low,0.15416666666666667,30,13,5
4866259,21,low,low,0.15416666666666667,41,9,3
4866291,16,high,low,0.15625,32,6,5
4866422,16,mid,mid,0.18854166666666666,32,7,9
4869004,29,high,high,0.23958333333333334,21,9,12
4869117,4,high,low,0.15416666666666667,41,12,8
4870115,10,low,high,0.22083333333333333,43,12,12
4870672,10,low,low,0.15416666666666667,40,10,13
4879006,20,low,high,0.26875,30,11,11
4879261,4,low,low,0.09583333333333334,44,3,0
4879291,16,high,mid,0.184375,30,8,6
4879467,5,low,low,0.146875,48,15,14
4879638,16,low,mid,0.20104166666666667,35,5,9
4880190,4,low,mid,0.17083333333333334,37,7,6
4880638,16,low,mid,0.171875,35,7,7
4880802,5,low,low,0.146875,47,8,15
4881116,10,mid,low,0.05,53,11,7
4881267,21,high,high,0.6041666666666666,0,1,6
4881599,30,high,mid,0.18125,35,9,12
4881634,16,low,mid,0.17708333333333334,34,8,7
4881638,16,low,mid,0.16979166666666667,33,6,7
4882118,4,mid,high,0.21770833333333334,35,9,14
4882267,21,high,high,0.5666666666666667,0,1,4
4882293,16,low,low,0.15,34,11,9
4884191,4,high,mid,0.18854166666666666,37,10,3
4884775,4,mid,low,0.13333333333333333,46,9,9
5005194,18,low,mid,0.17708333333333334,35,7,12
5006257,0,low,low,0.13229166666666667,42,10,9
5006351,4,mid,low,0.11041666666666666,42,6,4
5006473,7,low,mid,0.17708333333333334,35,7,8
5006650,10,low,low,0.10729166666666666,48,12,7
5007215,4,high,high,0.26666666666666666,30,13,12
5007387,31,mid,low,0.134375,40,8,10
5007634,16,low,mid,0.19479166666666667,33,8,7
5007672,10,low,mid,0.178125,43,11,9
5016041,4,mid,high,0.3385416666666667,33,3,4
5016206,21,low,low,0.10208333333333333,47,10,7
5016207,4,low,low,0.13229166666666667,42,10,11
5016634,16,mid,mid,0.16770833333333332,33,8,8
5016638,16,high,mid,0.17291666666666666,35,5,9
5016689,31,low,mid,0.16458333333333333,42,7,9
5016835,28,high,high,0.29375,35,15,14
5017011,18,mid,low,0.14479166666666668,38,8,10
5017129,10,mid,high,0.459375,24,8,5
5017296,16,mid,low,0.15520833333333334,36,10,9
5017342,7,low,high,0.24166666666666667,27,9,6
5017396,7,high,mid,0.20416666666666666,35,9,3
5017473,7,mid,low,0.14895833333333333,38,6,6
5017634,16,mid,mid,0.17291666666666666,34,6,9
5017699,30,mid,high,0.228125,28,12,10
5049191,4,high,mid,0.16145833333333334,37,8,8
5049467,5,high,low,0.12291666666666666,49,12,13
5049699,30,low,mid,0.203125,32,11,6
5050011,18,low,mid,0.16770833333333332,39,4,7
5050634,16,low,mid,0.2,35,7,4
5111191,4,high,low,0.16041666666666668,37,9,9
5111387,31,low,low,0.13854166666666667,39,9,9
5111396,7,low,low,0.11354166666666667,44,8,8
5272600,29,low,high,0.39895833333333336,12,6,1
5272835,28,high,mid,0.20104166666666667,41,15,14
5427293,16,low,low,0.14166666666666666,36,8,10
5427363,4,mid,low,0.14270833333333333,39,11,7
5427580,29,high,high,0.26145833333333335,15,2,1
5427634,16,low,mid,0.20104166666666667,33,9,7
5427656,25,mid,low,0.08333333333333333,44,8,7
5427802,5,low,low,0.14791666666666667,47,14,13
5733290,16,high,low,0.15625,34,6,10
5733291,16,mid,mid,0.17083333333333334,35,12,7
5733580,29,high,high,0.23229166666666667,15,3,2
5733835,28,high,high,0.22291666666666668,44,15,15
5734041,4,mid,high,0.22395833333333334,41,8,10
5734115,10,low,high,0.2552083333333333,38,14,15
5734235,30,low,low,0.1,47,7,9
5734473,7,low,low,0.125,38,9,8
5743011,18,mid,mid,0.17916666666666667,38,10,10
5743127,20,mid,high,0.26875,29,12,14
5743481,24,low,low,0.15416666666666667,36,10,12
5743763,18,low,mid,0.2,35,7,8
5749011,18,mid,low,0.15104166666666666,41,10,8
5749631,16,mid,mid,0.18541666666666667,31,9,6
5894011,18,low,low,0.16041666666666668,39,7,11
5894080,21,low,high,0.21875,28,11,6
5894118,4,high,low,0.10104166666666667,46,10,7
5894291,16,mid,mid,0.18020833333333333,30,10,6
5894468,21,low,low,0.12083333333333333,46,8,9
5894716,31,high,low,0.15416666666666667,37,10,8
5894763,18,low,low,0.11354166666666667,44,11,5
5894796,4,low,low,0.128125,42,10,8
6052011,18,low,mid,0.17083333333333334,40,10,9
6052218,8,mid,mid,0.21145833333333333,39,12,12
6052296,16,low,mid,0.16875,37,9,12
6052822,20,low,high,0.6083333333333333,15,12,10
6052834,28,mid,high,0.59375,12,9,13
6052835,28,high,high,0.23645833333333333,40,15,15
6122117,4,high,mid,0.19791666666666666,30,11,10
6122686,0,mid,mid,0.19895833333333332,30,11,10
6268185,20,mid,mid,0.18020833333333333,40,13,15
6268427,10,mid,low,0.15104166666666666,39,7,8
6268789,17,low,low,0.15833333333333333,46,12,11
6339080,21,low,mid,0.16354166666666667,32,10,9
6339129,10,mid,high,0.28958333333333336,34,7,10
6339834,28,mid,high,0.5479166666666667,17,10,10
